#,mu_tipo,mu_intensita,b_tipo_1,b_intensita_1,b_tipo_2,b_Intensita_2,sigma_tipo,sigma_intensita,forzante_tipo,forzante_intensita,L1_bc,L1_bc_fun,L1_bc_intensita,L2_bc,L2_bc_fun,L2_bc_intensita,L3_bc,L3_bc_fun,L3_bc_intensita,L4_bc,L4_bc_fun,L4_bc_intensita,toll,nvbx,alpha,beta,L13_size,L24_size,n_horiz_begin,n_vert_begin,h_min
97,Costante,5.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,5.00E-02,Funzione 15,1.300000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,3,500000,1.00E-02,1,1,1,100,100,5.00E-04
98,Costante,5.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,5.00E-02,Funzione 15,1.300000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,1.00E-02,1,1,1,100,100,5.00E-04
99,Costante,5.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,5.00E-02,Funzione 15,1.300000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,7,500000,1.00E-02,1,1,1,100,100,5.00E-04
100,Costante,5.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,5.00E-02,Funzione 15,1.300000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,9,500000,1.00E-02,1,1,1,100,100,5.00E-04
101,Costante,5.00E-02,Costante,5.00E+00,Costante,5.00E+00,Costante,5.00E-02,Funzione 11,1.300000,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,1,500000,1.00E-02,1,1,1,100,100,5.00E-04
102,Costante,5.00E-02,Costante,5.00E+00,Costante,5.00E+00,Costante,5.00E-02,Funzione 11,1.300000,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,3,500000,1.00E-02,1,1,1,100,100,5.00E-04
103,Costante,5.00E-02,Costante,5.00E+00,Costante,5.00E+00,Costante,5.00E-02,Funzione 11,1.300000,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,5,500000,1.00E-02,1,1,1,100,100,5.00E-04
104,Costante,5.00E-02,Costante,5.00E+00,Costante,5.00E+00,Costante,5.00E-02,Funzione 11,1.300000,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,7,500000,1.00E-02,1,1,1,100,100,5.00E-04
105,Costante,5.00E-02,Costante,5.00E+00,Costante,5.00E+00,Costante,5.00E-02,Funzione 11,1.300000,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,9,500000,1.00E-02,1,1,1,100,100,5.00E-04
106,Costante,5.00E-02,Costante,5.00E+00,Costante,5.00E+00,Costante,5.00E-02,Funzione 15,1.300000,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,1,500000,1.00E-02,1,1,1,100,100,5.00E-04
107,Costante,5.00E-02,Costante,5.00E+00,Costante,5.00E+00,Costante,5.00E-02,Funzione 15,1.300000,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,3,500000,1.00E-02,1,1,1,100,100,5.00E-04
108,Costante,5.00E-02,Costante,5.00E+00,Costante,5.00E+00,Costante,5.00E-02,Funzione 15,1.300000,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,5,500000,1.00E-02,1,1,1,100,100,5.00E-04
109,Costante,5.00E-02,Costante,5.00E+00,Costante,5.00E+00,Costante,5.00E-02,Funzione 15,1.300000,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,7,500000,1.00E-02,1,1,1,100,100,5.00E-04
110,Costante,5.00E-02,Costante,5.00E+00,Costante,5.00E+00,Costante,5.00E-02,Funzione 15,1.300000,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,Dirichlet,Costante,0.5,9,500000,1.00E-02,1,1,1,100,100,5.00E-04
111,Costante,3.47E-03,Costante,-1.00E+00,Costante,-1.00E+00,Costante,3.47E-03,Funzione 11,0.780000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,1.00E-02,1,1,1,100,100,5.00E-04
112,Costante,3.47E-03,Costante,-1.00E+00,Costante,-1.00E+00,Costante,3.47E-03,Funzione 11,0.780000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,3,500000,1.00E-02,1,1,1,100,100,5.00E-04
113,Costante,3.47E-03,Costante,-1.00E+00,Costante,-1.00E+00,Costante,3.47E-03,Funzione 11,0.780000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,1.00E-02,1,1,1,100,100,5.00E-04
114,Costante,3.47E-03,Costante,-1.00E+00,Costante,-1.00E+00,Costante,3.47E-03,Funzione 11,0.780000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,7,500000,1.00E-02,1,1,1,100,100,5.00E-04
115,Costante,3.47E-03,Costante,-1.00E+00,Costante,-1.00E+00,Costante,3.47E-03,Funzione 11,0.780000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,9,500000,1.00E-02,1,1,1,100,100,5.00E-04
116,Costante,3.47E-03,Costante,-1.00E+00,Costante,-1.00E+00,Costante,3.47E-03,Funzione 15,0.780000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,1.00E-02,1,1,1,100,100,5.00E-04
117,Costante,3.47E-03,Costante,-1.00E+00,Costante,-1.00E+00,Costante,3.47E-03,Funzione 15,0.780000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,3,500000,1.00E-02,1,1,1,100,100,5.00E-04
118,Costante,3.47E-03,Costante,-1.00E+00,Costante,-1.00E+00,Costante,3.47E-03,Funzione 15,0.780000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,1.00E-02,1,1,1,100,100,5.00E-04
119,Costante,3.47E-03,Costante,-1.00E+00,Costante,-1.00E+00,Costante,3.47E-03,Funzione 15,0.780000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,7,500000,1.00E-02,1,1,1,100,100,5.00E-04
120,Costante,3.47E-03,Costante,-1.00E+00,Costante,-1.00E+00,Costante,3.47E-03,Funzione 15,0.780000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,9,500000,1.00E-02,1,1,1,100,100,5.00E-04
121,Costante,2.00E-01,Costante,5.00E-01,Costante,5.00E-01,Costante,2.00E-01,Funzione 11,0.900000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,1.00E-03,1,1,1,100,100,5.00E-04
122,Costante,2.00E-01,Costante,5.00E-01,Costante,5.00E-01,Costante,2.00E-01,Funzione 11,0.900000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,3,500000,1.00E-03,1,1,1,100,100,5.00E-04
123,Costante,2.00E-01,Costante,5.00E-01,Costante,5.00E-01,Costante,2.00E-01,Funzione 11,0.900000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,1.00E-03,1,1,1,100,100,5.00E-04
124,Costante,2.00E-01,Costante,5.00E-01,Costante,5.00E-01,Costante,2.00E-01,Funzione 11,0.900000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,7,500000,1.00E-03,1,1,1,100,100,5.00E-04
125,Costante,2.00E-01,Costante,5.00E-01,Costante,5.00E-01,Costante,2.00E-01,Funzione 11,0.900000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,9,500000,1.00E-03,1,1,1,100,100,5.00E-04
126,Costante,2.00E-01,Costante,5.00E-01,Costante,5.00E-01,Costante,2.00E-01,Funzione 15,0.900000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,1.00E-02,1,1,1,100,100,5.00E-04
127,Costante,2.00E-01,Costante,5.00E-01,Costante,5.00E-01,Costante,2.00E-01,Funzione 15,0.900000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,3,500000,1.00E-02,1,1,1,100,100,5.00E-04
128,Costante,2.00E-01,Costante,5.00E-01,Costante,5.00E-01,Costante,2.00E-01,Funzione 15,0.900000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,1.00E-02,1,1,1,100,100,5.00E-04
129,Costante,2.00E-01,Costante,5.00E-01,Costante,5.00E-01,Costante,2.00E-01,Funzione 15,0.900000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,7,500000,1.00E-02,1,1,1,100,100,5.00E-04
130,Costante,2.00E-01,Costante,5.00E-01,Costante,5.00E-01,Costante,2.00E-01,Funzione 15,0.900000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,9,500000,1.00E-02,1,1,1,100,100,5.00E-04
131,Costante,3.00E-04,Costante,2.50E+00,Costante,2.50E+00,Costante,3.00E-04,Funzione 11,1.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,1,500000,1.00E-02,1,1,1,100,100,5.00E-04
132,Costante,3.00E-04,Costante,2.50E+00,Costante,2.50E+00,Costante,3.00E-04,Funzione 11,1.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,3,500000,1.00E-02,1,1,1,100,100,5.00E-04
133,Costante,3.00E-04,Costante,2.50E+00,Costante,2.50E+00,Costante,3.00E-04,Funzione 11,1.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,5,500000,1.00E-02,1,1,1,100,100,5.00E-04
134,Costante,3.00E-04,Costante,2.50E+00,Costante,2.50E+00,Costante,3.00E-04,Funzione 11,1.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,7,500000,1.00E-02,1,1,1,100,100,5.00E-04
135,Costante,3.00E-04,Costante,2.50E+00,Costante,2.50E+00,Costante,3.00E-04,Funzione 11,1.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,9,500000,1.00E-02,1,1,1,100,100,5.00E-04
136,Costante,3.00E-04,Costante,2.50E+00,Costante,2.50E+00,Costante,3.00E-04,Funzione 15,1.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,1,500000,1.00E-02,1,1,1,100,100,5.00E-04
137,Costante,3.00E-04,Costante,2.50E+00,Costante,2.50E+00,Costante,3.00E-04,Funzione 15,1.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,3,500000,1.00E-02,1,1,1,100,100,5.00E-04
138,Costante,3.00E-04,Costante,2.50E+00,Costante,2.50E+00,Costante,3.00E-04,Funzione 15,1.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,5,500000,1.00E-02,1,1,1,100,100,5.00E-04
139,Costante,3.00E-04,Costante,2.50E+00,Costante,2.50E+00,Costante,3.00E-04,Funzione 15,1.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,7,500000,1.00E-02,1,1,1,100,100,5.00E-04
140,Costante,3.00E-04,Costante,2.50E+00,Costante,2.50E+00,Costante,3.00E-04,Funzione 15,1.000000,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,Dirichlet,Costante,1,9,500000,1.00E-02,1,1,1,100,100,5.00E-04
141,Costante,7.50E-01,Costante,1.00E+00,Costante,1.00E+00,Costante,7.50E-01,Funzione 11,1.100000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,1.00E-02,1,1,1,100,100,5.00E-04
142,Costante,7.50E-01,Costante,1.00E+00,Costante,1.00E+00,Costante,7.50E-01,Funzione 11,1.100000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,3,500000,1.00E-02,1,1,1,100,100,5.00E-04
143,Costante,7.50E-01,Costante,1.00E+00,Costante,1.00E+00,Costante,7.50E-01,Funzione 11,1.100000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,1.00E-02,1,1,1,100,100,5.00E-04
144,Costante,7.50E-01,Costante,1.00E+00,Costante,1.00E+00,Costante,7.50E-01,Funzione 11,1.100000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,7,500000,1.00E-02,1,1,1,100,100,5.00E-04
145,Costante,7.50E-01,Costante,1.00E+00,Costante,1.00E+00,Costante,7.50E-01,Funzione 11,1.100000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,9,500000,1.00E-02,1,1,1,100,100,5.00E-04
146,Costante,7.50E-01,Costante,1.00E+00,Costante,1.00E+00,Costante,7.50E-01,Funzione 15,1.100000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,5.00E-03,1,1,1,100,100,5.00E-04
147,Costante,7.50E-01,Costante,1.00E+00,Costante,1.00E+00,Costante,7.50E-01,Funzione 15,1.100000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,3,500000,5.00E-03,1,1,1,100,100,5.00E-04
148,Costante,7.50E-01,Costante,1.00E+00,Costante,1.00E+00,Costante,7.50E-01,Funzione 15,1.100000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,5.00E-03,1,1,1,100,100,5.00E-04
149,Costante,7.50E-01,Costante,1.00E+00,Costante,1.00E+00,Costante,7.50E-01,Funzione 15,1.100000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,7,500000,5.00E-03,1,1,1,100,100,5.00E-04
150,Costante,7.50E-01,Costante,1.00E+00,Costante,1.00E+00,Costante,7.50E-01,Funzione 15,1.100000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,9,500000,5.00E-03,1,1,1,100,100,5.00E-04
151,Costante,6.43E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,6.43E-02,Funzione 11,1.100000,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,1,500000,1.00E-02,1,1,1,100,100,5.00E-04
152,Costante,6.43E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,6.43E-02,Funzione 11,1.100000,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,3,500000,1.00E-02,1,1,1,100,100,5.00E-04
153,Costante,6.43E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,6.43E-02,Funzione 11,1.100000,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,5,500000,1.00E-02,1,1,1,100,100,5.00E-04
154,Costante,6.43E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,6.43E-02,Funzione 11,1.100000,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,7,500000,1.00E-02,1,1,1,100,100,5.00E-04
155,Costante,6.43E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,6.43E-02,Funzione 11,1.100000,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,9,500000,1.00E-02,1,1,1,100,100,5.00E-04
156,Costante,6.43E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,6.43E-02,Funzione 15,1.100000,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,1,500000,1.00E-02,1,1,1,100,100,5.00E-04
157,Costante,6.43E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,6.43E-02,Funzione 15,1.100000,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,3,500000,1.00E-02,1,1,1,100,100,5.00E-04
158,Costante,6.43E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,6.43E-02,Funzione 15,1.100000,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,5,500000,1.00E-02,1,1,1,100,100,5.00E-04
159,Costante,6.43E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,6.43E-02,Funzione 15,1.100000,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,7,500000,1.00E-02,1,1,1,100,100,5.00E-04
160,Costante,6.43E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,6.43E-02,Funzione 15,1.100000,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,Dirichlet,Costante,0.25,9,500000,1.00E-02,1,1,1,100,100,5.00E-04
161,Costante,6.43E-02,Costante,1.00E+01,Costante,1.00E+01,Costante,6.43E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,5.00E-03,1,1,1,100,100,5.00E-04
162,Costante,6.43E-02,Costante,1.00E+01,Costante,1.00E+01,Costante,6.43E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,5.00E-03,1,1,1,100,100,5.00E-04
163,Costante,6.43E-02,Costante,1.00E+01,Costante,1.00E+01,Costante,6.43E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,7,500000,5.00E-03,1,1,1,100,100,5.00E-04
164,Costante,6.43E-02,Costante,1.00E+01,Costante,1.00E+01,Costante,6.43E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,10,500000,5.00E-03,1,1,1,100,100,5.00E-04
165,Costante,6.43E-02,Costante,1.00E+01,Costante,1.00E+01,Costante,6.43E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,15,500000,5.00E-03,1,1,1,100,100,5.00E-04
166,Costante,2.50E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,1,1000000,1,1,1,1,100,100,2.50E-04
167,Costante,2.50E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,3,1000000,1,1,1,1,100,100,2.50E-04
168,Costante,2.50E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,5,1000000,1,1,1,1,100,100,2.50E-04
169,Costante,2.50E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,10,1000000,1,1,1,1,100,100,2.50E-04
170,Costante,2.50E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,15,1000000,1,1,1,1,100,100,2.50E-04
171,Costante,2.50E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,1,1000000,1,1,1,1,100,100,2.50E-04
172,Costante,2.50E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,3,1000000,1,1,1,1,100,100,2.50E-04
173,Costante,2.50E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,5,1000000,1,1,1,1,100,100,2.50E-04
174,Costante,2.50E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,7.5,1000000,1,1,1,1,100,100,2.50E-04
175,Costante,2.50E-03,Costante,-5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,10,1000000,1,1,1,1,100,100,2.50E-04
176,Costante,4.32E-01,Costante,5.00E-01,Costante,-8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.075,1000000,1,1,1,1,100,100,2.50E-04
177,Costante,4.32E-01,Costante,5.00E-01,Costante,-8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.125,1000000,1,1,1,1,100,100,2.50E-04
178,Costante,4.32E-01,Costante,5.00E-01,Costante,-8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.15,1000000,1,1,1,1,100,100,2.50E-04
179,Costante,4.32E-01,Costante,5.00E-01,Costante,-8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.25,1000000,1,1,1,1,100,100,2.50E-04
180,Costante,4.32E-01,Costante,5.00E-01,Costante,-8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.5,1000000,1,1,1,1,100,100,2.50E-04
181,Costante,4.32E-01,Costante,5.00E-01,Costante,-8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,0.3,1000000,1,1,1,1,100,100,2.50E-04
182,Costante,4.32E-01,Costante,5.00E-01,Costante,-8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,0.5,1000000,1,1,1,1,100,100,2.50E-04
183,Costante,4.32E-01,Costante,5.00E-01,Costante,-8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,1,1000000,1,1,1,1,100,100,2.50E-04
184,Costante,4.32E-01,Costante,5.00E-01,Costante,-8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,1.25,1000000,1,1,1,1,100,100,2.50E-04
185,Costante,4.32E-01,Costante,5.00E-01,Costante,-8.66E-01,Costante,0.00E+00,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,1.5,1000000,1,1,1,1,100,100,2.50E-04
186,Costante,8.31E-02,Costante,5.00E-02,Costante,-8.66E-02,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.3,1000000,1,1,1,1,100,100,2.50E-04
187,Costante,8.31E-02,Costante,5.00E-02,Costante,-8.66E-02,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.4,1000000,1,1,1,1,100,100,2.50E-04
188,Costante,8.31E-02,Costante,5.00E-02,Costante,-8.66E-02,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.5,1000000,1,1,1,1,100,100,2.50E-04
189,Costante,8.31E-02,Costante,5.00E-02,Costante,-8.66E-02,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,0.75,1000000,1,1,1,1,100,100,2.50E-04
190,Costante,8.31E-02,Costante,5.00E-02,Costante,-8.66E-02,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 9,1,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,1,1000000,1,1,1,1,100,100,2.50E-04
191,Costante,8.31E-02,Costante,5.00E-02,Costante,-8.66E-02,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,0.15,1000000,1,1,1,1,100,100,2.50E-04
192,Costante,8.31E-02,Costante,5.00E-02,Costante,-8.66E-02,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,0.3,1000000,1,1,1,1,100,100,2.50E-04
193,Costante,8.31E-02,Costante,5.00E-02,Costante,-8.66E-02,Costante,5.00E-01,Costante,0.000000,Dirichlet,Funzione 10,1,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Funzione 9,1,0.6,1000000,1,1,1,1,100,100,2.50E-04
