#,mu_tipo,mu_intensita,b_tipo_1,b_intensita_1,b_tipo_2,b_Intensita_2,sigma_tipo,sigma_intensita,forzante_tipo,forzante_intensita,L1_bc,L1_bc_fun,L1_bc_intensita,L2_bc,L2_bc_fun,L2_bc_intensita,L3_bc,L3_bc_fun,L3_bc_intensita,L4_bc,L4_bc_fun,L4_bc_intensita,toll,nvbx,alpha,beta,L13_size,L24_size,n_horiz_begin,n_vert_begin,h_min
305,Costante,5.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,5.00E-02,1,1,1,100,100,5.00E-04
306,Costante,5.00E-02,Costante,7.07E-01,Costante,-7.07E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.3,500000,5.00E-02,1,1,1,100,100,5.00E-04
307,Costante,5.00E-02,Costante,7.07E-01,Costante,-7.07E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.4,500000,5.00E-02,1,1,1,100,100,5.00E-04
308,Costante,5.00E-02,Costante,7.07E-01,Costante,-7.07E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.5,500000,5.00E-02,1,1,1,100,100,5.00E-04
309,Costante,5.00E-02,Costante,7.07E-01,Costante,-7.07E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.75,500000,5.00E-02,1,1,1,100,100,5.00E-04
310,Costante,5.00E-02,Costante,7.07E-01,Costante,-7.07E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,5.00E-02,1,1,1,100,100,5.00E-04
311,Costante,5.00E-02,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.3,500000,5.00E-02,1,1,1,100,100,5.00E-04
312,Costante,5.00E-02,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.4,500000,5.00E-02,1,1,1,100,100,5.00E-04
313,Costante,5.00E-02,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.5,500000,5.00E-02,1,1,1,100,100,5.00E-04
314,Costante,5.00E-02,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.75,500000,5.00E-02,1,1,1,100,100,5.00E-04
315,Costante,5.00E-02,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,5.00E-02,1,1,1,100,100,5.00E-04
316,Costante,5.00E-02,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.3,500000,5.00E-02,1,1,1,100,100,5.00E-04
317,Costante,5.00E-02,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.4,500000,5.00E-02,1,1,1,100,100,5.00E-04
318,Costante,5.00E-02,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.5,500000,5.00E-02,1,1,1,100,100,5.00E-04
319,Costante,5.00E-02,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.75,500000,5.00E-02,1,1,1,100,100,5.00E-04
320,Costante,5.00E-02,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,5.00E-02,1,1,1,100,100,5.00E-04
321,Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.3,500000,5.00E-03,1,1,1,100,100,5.00E-04
322,Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.4,500000,5.00E-03,1,1,1,100,100,5.00E-04
323,Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.5,500000,5.00E-03,1,1,1,100,100,5.00E-04
324,Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.75,500000,5.00E-03,1,1,1,100,100,5.00E-04
325,Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,5.00E-03,1,1,1,100,100,5.00E-04
326,Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,5.00E-03,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.3,500000,5.00E-03,1,1,1,100,100,5.00E-04
327,Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,5.00E-03,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.4,500000,5.00E-03,1,1,1,100,100,5.00E-04
328,Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,5.00E-03,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.5,500000,5.00E-03,1,1,1,100,100,5.00E-04
329,Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,5.00E-03,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.75,500000,5.00E-03,1,1,1,100,100,5.00E-04
330,Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,5.00E-03,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,5.00E-03,1,1,1,100,100,5.00E-04
331,Costante,5.00E-03,Costante,1.00E+01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.3,500000,5.00E-03,1,1,1,100,100,5.00E-04
332,Costante,5.00E-03,Costante,1.00E+01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.5,500000,5.00E-03,1,1,1,100,100,5.00E-04
333,Costante,5.00E-03,Costante,1.00E+01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,5.00E-03,1,1,1,100,100,5.00E-04
334,Costante,5.00E-03,Costante,1.00E+01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,2.5,500000,5.00E-03,1,1,1,100,100,5.00E-04
335,Costante,5.00E-03,Costante,1.00E+01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,5.00E-03,1,1,1,100,100,5.00E-04
336,Costante,5.00E-03,Costante,1.00E-01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.3,500000,5.00E-03,1,1,1,100,100,5.00E-04
337,Costante,5.00E-03,Costante,1.00E-01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.5,500000,5.00E-03,1,1,1,100,100,5.00E-04
338,Costante,5.00E-03,Costante,1.00E-01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,5.00E-03,1,1,1,100,100,5.00E-04
339,Costante,5.00E-03,Costante,1.00E-01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,2.5,500000,5.00E-03,1,1,1,100,100,5.00E-04
340,Costante,5.00E-03,Costante,1.00E-01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,5.00E-03,1,1,1,100,100,5.00E-04
341,Costante,5.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.3,500000,5.00E-03,1,1,1,100,100,5.00E-04
342,Costante,5.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.5,500000,5.00E-03,1,1,1,100,100,5.00E-04
343,Costante,5.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,5.00E-03,1,1,1,100,100,5.00E-04
344,Costante,5.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,2.5,500000,5.00E-03,1,1,1,100,100,5.00E-04
345,Costante,5.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,5.00E-03,1,1,1,100,100,5.00E-04
346,Costante,5.00E-03,Costante,7.07E-01,Costante,-7.07E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.3,500000,5.00E-03,1,1,1,100,100,5.00E-04
347,Costante,5.00E-03,Costante,7.07E-01,Costante,-7.07E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.5,500000,5.00E-03,1,1,1,100,100,5.00E-04
348,Costante,5.00E-03,Costante,7.07E-01,Costante,-7.07E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,5.00E-03,1,1,1,100,100,5.00E-04
349,Costante,5.00E-03,Costante,7.07E-01,Costante,-7.07E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,2.5,500000,5.00E-03,1,1,1,100,100,5.00E-04
350,Costante,5.00E-03,Costante,7.07E-01,Costante,-7.07E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,5.00E-03,1,1,1,100,100,5.00E-04
351,Costante,5.00E-03,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.3,500000,5.00E-03,1,1,1,100,100,2.50E-04
352,Costante,5.00E-03,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.5,500000,5.00E-03,1,1,1,100,100,2.50E-04
353,Costante,5.00E-03,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,5.00E-03,1,1,1,100,100,2.50E-04
354,Costante,5.00E-03,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,2.5,500000,5.00E-03,1,1,1,100,100,2.50E-04
355,Costante,5.00E-03,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,5.00E-03,1,1,1,100,100,2.50E-04
356,Costante,5.00E-03,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.3,500000,5.00E-03,1,1,1,100,100,5.00E-04
357,Costante,5.00E-03,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,0.5,500000,5.00E-03,1,1,1,100,100,5.00E-04
358,Costante,5.00E-03,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,1,500000,5.00E-03,1,1,1,100,100,5.00E-04
359,Costante,5.00E-03,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,2.5,500000,5.00E-03,1,1,1,100,100,5.00E-04
360,Costante,5.00E-03,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,5.00E-03,1,1,1,100,100,5.00E-04
361,Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,2,500000,1,1,1,1,100,100,5.00E-04
362,Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,3,500000,1,1,1,1,100,100,5.00E-04
363,Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,4,500000,1,1,1,1,100,100,5.00E-04
364,Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,1,1,1,1,100,100,5.00E-04
365,Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5.5,500000,1,1,1,1,100,100,5.00E-04
366,Costante,1.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-03,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,2,500000,1,1,1,1,100,100,5.00E-04
367,Costante,1.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-03,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,3,500000,1,1,1,1,100,100,5.00E-04
368,Costante,1.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-03,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,4,500000,1,1,1,1,100,100,5.00E-04
369,Costante,1.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-03,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,1,1,1,1,100,100,5.00E-04
370,Costante,1.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-03,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5.5,500000,1,1,1,1,100,100,5.00E-04
371,Costante,1.00E-04,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-04,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,2,500000,1,1,1,1,100,100,5.00E-04
372,Costante,1.00E-04,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-04,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,3,500000,1,1,1,1,100,100,5.00E-04
373,Costante,1.00E-04,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-04,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,4,500000,1,1,1,1,100,100,5.00E-04
374,Costante,1.00E-04,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-04,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,1,1,1,1,100,100,5.00E-04
375,Costante,1.00E-04,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-04,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5.5,500000,1,1,1,1,100,100,5.00E-04
376,Costante,1.00E-02,Costante,1.00E+01,Costante,1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,2,500000,1,1,1,1,100,100,5.00E-04
377,Costante,1.00E-02,Costante,1.00E+01,Costante,1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,3,500000,1,1,1,1,100,100,5.00E-04
378,Costante,1.00E-02,Costante,1.00E+01,Costante,1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,4,500000,1,1,1,1,100,100,5.00E-04
379,Costante,1.00E-02,Costante,1.00E+01,Costante,1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,1,1,1,1,100,100,5.00E-04
380,Costante,1.00E-02,Costante,1.00E+01,Costante,1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5.5,500000,1,1,1,1,100,100,5.00E-04
381,Costante,1.00E-02,Costante,1.00E-01,Costante,1.00E-01,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,2,500000,1,1,1,1,100,100,5.00E-04
382,Costante,1.00E-02,Costante,1.00E-01,Costante,1.00E-01,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,3,500000,1,1,1,1,100,100,5.00E-04
383,Costante,1.00E-02,Costante,1.00E-01,Costante,1.00E-01,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,4,500000,1,1,1,1,100,100,5.00E-04
384,Costante,1.00E-02,Costante,1.00E-01,Costante,1.00E-01,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,1,1,1,1,100,100,5.00E-04
385,Costante,1.00E-02,Costante,1.00E-01,Costante,1.00E-01,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5.5,500000,1,1,1,1,100,100,5.00E-04
386,Costante,1.00E-02,Costante,1.00E+00,Costante,0.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,2,500000,1,1,1,1,100,100,5.00E-04
387,Costante,1.00E-02,Costante,1.00E+00,Costante,0.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,3,500000,1,1,1,1,100,100,5.00E-04
388,Costante,1.00E-02,Costante,1.00E+00,Costante,0.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,4,500000,1,1,1,1,100,100,5.00E-04
389,Costante,1.00E-02,Costante,1.00E+00,Costante,0.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,1,1,1,1,100,100,5.00E-04
390,Costante,1.00E-02,Costante,1.00E+00,Costante,0.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5.5,500000,1,1,1,1,100,100,5.00E-04
391,Costante,1.00E-02,Costante,1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,2,500000,1,1,1,1,100,100,5.00E-04
392,Costante,1.00E-02,Costante,1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,3,500000,1,1,1,1,100,100,5.00E-04
393,Costante,1.00E-02,Costante,1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,4,500000,1,1,1,1,100,100,5.00E-04
394,Costante,1.00E-02,Costante,1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,1,1,1,1,100,100,5.00E-04
395,Costante,1.00E-02,Costante,1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5.5,500000,1,1,1,1,100,100,5.00E-04
396,Costante,1.00E-02,Costante,-1.00E+01,Costante,-1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,2,500000,1,1,1,1,100,100,5.00E-04
397,Costante,1.00E-02,Costante,-1.00E+01,Costante,-1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,3,500000,1,1,1,1,100,100,5.00E-04
398,Costante,1.00E-02,Costante,-1.00E+01,Costante,-1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,4,500000,1,1,1,1,100,100,5.00E-04
399,Costante,1.00E-02,Costante,-1.00E+01,Costante,-1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5,500000,1,1,1,1,100,100,5.00E-04
400,Costante,1.00E-02,Costante,-1.00E+01,Costante,-1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,5.5,500000,1,1,1,1,100,100,5.00E-04
401,Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,2,500000,1,1,1,1,100,100,5.00E-04
402,Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,3,500000,1,1,1,1,100,100,5.00E-04
403,Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,Dirichlet,Costante,0,4,500000,1,1,1,1,100,100,5.00E-04
